Pokedex Number,Pokemon,Link,HP,Attack,Defense,Speed,Special Attack,Special Defense,Stat Total,Variation,Category,Type 1,Type 2,Height (m),Weight (kg),Generation
718,Zygarde,https://bulbapedia.bulbagarden.net/wiki/Zygarde_(Pok%C3%A9mon),54,100,71,115,61,85,486,10% Forme,Order Pokémon,Dragon,Ground,5.0,305.0,6.0
718,Zygarde,https://bulbapedia.bulbagarden.net/wiki/Zygarde_(Pok%C3%A9mon),216,100,121,85,91,95,708,Complete Forme,Order Pokémon,Dragon,Ground,5.0,305.0,6.0
718,Zygarde,https://bulbapedia.bulbagarden.net/wiki/Zygarde_(Pok%C3%A9mon),216,70,91,100,216,85,778,Mega Zygarde,Order Pokémon,Dragon,Ground,5.0,305.0,6.0
719,Diancie,https://bulbapedia.bulbagarden.net/wiki/Diancie_(Pok%C3%A9mon),50,100,150,50,100,150,600,,Jewel Pokémon,Rock,Fairy,0.7,8.8,6.0
719,Diancie,https://bulbapedia.bulbagarden.net/wiki/Diancie_(Pok%C3%A9mon),50,160,110,110,160,110,700,Mega Diancie,Jewel Pokémon,Rock,Fairy,0.7,8.8,6.0
720,Hoopa,https://bulbapedia.bulbagarden.net/wiki/Hoopa_(Pok%C3%A9mon),80,110,60,70,150,130,600,Hoopa Confined,Mischief Pokémon,Psychic,Ghost,0.5,9.0,6.0
720,Hoopa,https://bulbapedia.bulbagarden.net/wiki/Hoopa_(Pok%C3%A9mon),80,160,60,80,170,130,680,Hoopa Unbound,Mischief Pokémon,Psychic,Ghost,0.5,9.0,6.0
721,Volcanion,https://bulbapedia.bulbagarden.net/wiki/Volcanion_(Pok%C3%A9mon),80,110,120,70,130,90,600,,Steam Pokémon,Fire,Water,1.7,195.0,6.0
722,Rowlet,https://bulbapedia.bulbagarden.net/wiki/Rowlet_(Pok%C3%A9mon),68,55,55,42,50,50,320,,Grass Quill Pokémon,Grass,Flying,0.3,1.5,7.0
723,Dartrix,https://bulbapedia.bulbagarden.net/wiki/Dartrix_(Pok%C3%A9mon),78,75,75,52,70,70,420,,Blade Quill Pokémon,Grass,Flying,0.7,16.0,7.0
724,Decidueye,https://bulbapedia.bulbagarden.net/wiki/Decidueye_(Pok%C3%A9mon),78,107,75,70,100,100,530,,Arrow Quill Pokémon,Grass,Ghost,1.6,36.6,7.0
724,Decidueye,https://bulbapedia.bulbagarden.net/wiki/Decidueye_(Pok%C3%A9mon),88,112,80,60,95,95,530,Hisuian Decidueye,Arrow Quill Pokémon,Grass,Ghost,1.6,36.6,7.0
725,Litten,https://bulbapedia.bulbagarden.net/wiki/Litten_(Pok%C3%A9mon),45,65,40,70,60,40,320,,Fire Cat Pokémon,Fire,,0.4,4.3,7.0
726,Torracat,https://bulbapedia.bulbagarden.net/wiki/Torracat_(Pok%C3%A9mon),65,85,50,90,80,50,420,,Fire Cat Pokémon,Fire,,0.7,25.0,7.0
727,Incineroar,https://bulbapedia.bulbagarden.net/wiki/Incineroar_(Pok%C3%A9mon),95,115,90,60,80,90,530,,Heel Pokémon,Fire,Dark,1.8,83.0,7.0
728,Popplio,https://bulbapedia.bulbagarden.net/wiki/Popplio_(Pok%C3%A9mon),50,54,54,40,66,56,320,,Sea Lion Pokémon,Water,,0.4,7.5,7.0
729,Brionne,https://bulbapedia.bulbagarden.net/wiki/Brionne_(Pok%C3%A9mon),60,69,69,50,91,81,420,,Pop Star Pokémon,Water,,0.6,17.5,7.0
730,Primarina,https://bulbapedia.bulbagarden.net/wiki/Primarina_(Pok%C3%A9mon),80,74,74,60,126,116,530,,Soloist Pokémon,Water,Fairy,1.8,44.0,7.0
731,Pikipek,https://bulbapedia.bulbagarden.net/wiki/Pikipek_(Pok%C3%A9mon),35,75,30,65,30,30,265,,Woodpecker Pokémon,Normal,Flying,0.3,1.2,7.0
732,Trumbeak,https://bulbapedia.bulbagarden.net/wiki/Trumbeak_(Pok%C3%A9mon),55,85,50,75,40,50,355,,Bugle Beak Pokémon,Normal,Flying,0.6,14.8,7.0
733,Toucannon,https://bulbapedia.bulbagarden.net/wiki/Toucannon_(Pok%C3%A9mon),80,120,75,60,75,75,485,,Cannon Pokémon,Normal,Flying,1.1,26.0,7.0
734,Yungoos,https://bulbapedia.bulbagarden.net/wiki/Yungoos_(Pok%C3%A9mon),48,70,30,45,30,30,253,,Loitering Pokémon,Normal,,0.4,6.0,7.0
735,Gumshoos,https://bulbapedia.bulbagarden.net/wiki/Gumshoos_(Pok%C3%A9mon),88,110,60,45,55,60,418,,Stakeout Pokémon,Normal,,0.7,14.2,7.0
736,Grubbin,https://bulbapedia.bulbagarden.net/wiki/Grubbin_(Pok%C3%A9mon),47,62,45,46,55,45,300,,Larva Pokémon,Bug,,0.4,4.4,7.0
737,Charjabug,https://bulbapedia.bulbagarden.net/wiki/Charjabug_(Pok%C3%A9mon),57,82,95,36,55,75,400,,Battery Pokémon,Bug,Electric,0.5,10.5,7.0
738,Vikavolt,https://bulbapedia.bulbagarden.net/wiki/Vikavolt_(Pok%C3%A9mon),77,70,90,43,145,75,500,,Stag Beetle Pokémon,Bug,Electric,1.5,45.0,7.0
739,Crabrawler,https://bulbapedia.bulbagarden.net/wiki/Crabrawler_(Pok%C3%A9mon),47,82,57,63,42,47,338,,Boxing Pokémon,Fighting,,0.6,7.0,7.0
740,Crabominable,https://bulbapedia.bulbagarden.net/wiki/Crabominable_(Pok%C3%A9mon),97,132,77,43,62,67,478,,Woolly Crab Pokémon,Fighting,Ice,1.7,180.0,7.0
741,Oricorio,https://bulbapedia.bulbagarden.net/wiki/Oricorio_(Pok%C3%A9mon),75,70,70,93,98,70,476,,Dancing Pokémon,Fire,Flying,0.6,3.4,7.0
742,Cutiefly,https://bulbapedia.bulbagarden.net/wiki/Cutiefly_(Pok%C3%A9mon),40,45,40,84,55,40,304,,Bee Fly Pokémon,Bug,Fairy,0.1,0.2,7.0
743,Ribombee,https://bulbapedia.bulbagarden.net/wiki/Ribombee_(Pok%C3%A9mon),60,55,60,124,95,70,464,,Bee Fly Pokémon,Bug,Fairy,0.2,0.5,7.0
744,Rockruff,https://bulbapedia.bulbagarden.net/wiki/Rockruff_(Pok%C3%A9mon),45,65,40,60,30,40,280,,Puppy Pokémon,Rock,,0.5,9.2,7.0
745,Lycanroc Midday Form,https://bulbapedia.bulbagarden.net/wiki/Lycanroc_(Pok%C3%A9mon),75,115,65,112,55,65,487,,,,,,,7.0
745,Lycanroc Midnight Form,https://bulbapedia.bulbagarden.net/wiki/Lycanroc_(Pok%C3%A9mon),85,115,75,82,55,75,487,,,,,,,7.0
745,Lycanroc Dusk Form,https://bulbapedia.bulbagarden.net/wiki/Lycanroc_(Pok%C3%A9mon),75,117,65,110,55,65,487,,,,,,,7.0
746,Wishiwashi Solo Form,https://bulbapedia.bulbagarden.net/wiki/Wishiwashi_(Pok%C3%A9mon),45,20,20,40,25,25,175,,,,,,,7.0
746,Wishiwashi School Form,https://bulbapedia.bulbagarden.net/wiki/Wishiwashi_(Pok%C3%A9mon),45,140,130,30,140,135,620,,,,,,,7.0
747,Mareanie,https://bulbapedia.bulbagarden.net/wiki/Mareanie_(Pok%C3%A9mon),50,53,62,45,43,52,305,,Brutal Star Pokémon,Poison,Water,0.4,8.0,7.0
748,Toxapex,https://bulbapedia.bulbagarden.net/wiki/Toxapex_(Pok%C3%A9mon),50,63,152,35,53,142,495,,Brutal Star Pokémon,Poison,Water,0.7,14.5,7.0
749,Mudbray,https://bulbapedia.bulbagarden.net/wiki/Mudbray_(Pok%C3%A9mon),70,100,70,45,45,55,385,,Donkey Pokémon,Ground,,1.0,110.0,7.0
750,Mudsdale,https://bulbapedia.bulbagarden.net/wiki/Mudsdale_(Pok%C3%A9mon),100,125,100,35,55,85,500,,Draft Horse Pokémon,Ground,,2.5,920.0,7.0
751,Dewpider,https://bulbapedia.bulbagarden.net/wiki/Dewpider_(Pok%C3%A9mon),38,40,52,27,40,72,269,,Water Bubble Pokémon,Water,Bug,0.3,4.0,7.0
752,Araquanid,https://bulbapedia.bulbagarden.net/wiki/Araquanid_(Pok%C3%A9mon),68,70,92,42,50,132,454,,Water Bubble Pokémon,Water,Bug,1.8,82.0,7.0
753,Fomantis,https://bulbapedia.bulbagarden.net/wiki/Fomantis_(Pok%C3%A9mon),40,55,35,35,50,35,250,,Sickle Grass Pokémon,Grass,,0.3,1.5,7.0
754,Lurantis,https://bulbapedia.bulbagarden.net/wiki/Lurantis_(Pok%C3%A9mon),70,105,90,45,80,90,480,,Bloom Sickle Pokémon,Grass,,0.9,18.5,7.0
755,Morelull,https://bulbapedia.bulbagarden.net/wiki/Morelull_(Pok%C3%A9mon),40,35,55,15,65,75,285,,Illuminating Pokémon,Grass,Fairy,0.2,1.5,7.0
756,Shiinotic,https://bulbapedia.bulbagarden.net/wiki/Shiinotic_(Pok%C3%A9mon),60,45,80,30,90,100,405,,Illuminating Pokémon,Grass,Fairy,1.0,11.5,7.0
757,Salandit,https://bulbapedia.bulbagarden.net/wiki/Salandit_(Pok%C3%A9mon),48,44,40,77,71,40,320,,Toxic Lizard Pokémon,Poison,Fire,0.6,4.8,7.0
758,Salazzle,https://bulbapedia.bulbagarden.net/wiki/Salazzle_(Pok%C3%A9mon),68,64,60,117,111,60,480,,Toxic Lizard Pokémon,Poison,Fire,1.2,22.2,7.0
759,Stufful,https://bulbapedia.bulbagarden.net/wiki/Stufful_(Pok%C3%A9mon),70,75,50,50,45,50,340,,Flailing Pokémon,Normal,Fighting,0.5,6.8,7.0
760,Bewear,https://bulbapedia.bulbagarden.net/wiki/Bewear_(Pok%C3%A9mon),120,125,80,60,55,60,500,,Strong Arm Pokémon,Normal,Fighting,2.1,135.0,7.0
761,Bounsweet,https://bulbapedia.bulbagarden.net/wiki/Bounsweet_(Pok%C3%A9mon),42,30,38,32,30,38,210,,Fruit Pokémon,Grass,,0.3,3.2,7.0
762,Steenee,https://bulbapedia.bulbagarden.net/wiki/Steenee_(Pok%C3%A9mon),52,40,48,62,40,48,290,,Fruit Pokémon,Grass,,0.7,8.2,7.0
763,Tsareena,https://bulbapedia.bulbagarden.net/wiki/Tsareena_(Pok%C3%A9mon),72,120,98,72,50,98,510,,Fruit Pokémon,Grass,,1.2,21.4,7.0
764,Comfey,https://bulbapedia.bulbagarden.net/wiki/Comfey_(Pok%C3%A9mon),51,52,90,100,82,110,485,,Posy Picker Pokémon,Fairy,,0.1,0.3,7.0
765,Oranguru,https://bulbapedia.bulbagarden.net/wiki/Oranguru_(Pok%C3%A9mon),90,60,80,60,90,110,490,,Sage Pokémon,Normal,Psychic,1.5,76.0,7.0
766,Passimian,https://bulbapedia.bulbagarden.net/wiki/Passimian_(Pok%C3%A9mon),100,120,90,80,40,60,490,,Teamwork Pokémon,Fighting,,2.0,82.8,7.0
767,Wimpod,https://bulbapedia.bulbagarden.net/wiki/Wimpod_(Pok%C3%A9mon),25,35,40,80,20,30,230,,Turn Tail Pokémon,Bug,Water,0.5,12.0,7.0
768,Golisopod,https://bulbapedia.bulbagarden.net/wiki/Golisopod_(Pok%C3%A9mon),75,125,140,40,60,90,530,,Hard Scale Pokémon,Bug,Water,2.0,108.0,7.0
769,Sandygast,https://bulbapedia.bulbagarden.net/wiki/Sandygast_(Pok%C3%A9mon),55,55,80,15,70,45,320,,Sand Heap Pokémon,Ghost,Ground,0.5,70.0,7.0
770,Palossand,https://bulbapedia.bulbagarden.net/wiki/Palossand_(Pok%C3%A9mon),85,75,110,35,100,75,480,,Sand Castle Pokémon,Ghost,Ground,1.3,250.0,7.0
771,Pyukumuku,https://bulbapedia.bulbagarden.net/wiki/Pyukumuku_(Pok%C3%A9mon),55,60,130,5,30,130,410,,Sea Cucumber Pokémon,Water,,0.3,1.2,7.0
772,Type: Null,https://bulbapedia.bulbagarden.net/wiki/Type:_Null_(Pok%C3%A9mon),95,95,95,59,95,95,534,,Synthetic Pokémon,Normal,,1.9,120.5,7.0
773,Silvally,https://bulbapedia.bulbagarden.net/wiki/Silvally_(Pok%C3%A9mon),95,95,95,95,95,95,570,,Synthetic Pokémon,Normal,,2.3,100.5,7.0
774,Minior Meteor Form,https://bulbapedia.bulbagarden.net/wiki/Minior_(Pok%C3%A9mon),60,60,100,60,60,100,440,,,,,,,7.0
774,Minior Core,https://bulbapedia.bulbagarden.net/wiki/Minior_(Pok%C3%A9mon),60,100,60,120,100,60,500,,,,,,,7.0
775,Komala,https://bulbapedia.bulbagarden.net/wiki/Komala_(Pok%C3%A9mon),65,115,65,65,75,95,480,,Drowsing Pokémon,Normal,,0.4,19.9,7.0
776,Turtonator,https://bulbapedia.bulbagarden.net/wiki/Turtonator_(Pok%C3%A9mon),60,78,135,36,91,85,485,,Blast Turtle Pokémon,Fire,Dragon,2.0,212.0,7.0
777,Togedemaru,https://bulbapedia.bulbagarden.net/wiki/Togedemaru_(Pok%C3%A9mon),65,98,63,96,40,73,435,,Roly-Poly Pokémon,Electric,Steel,0.3,3.3,7.0
778,Mimikyu,https://bulbapedia.bulbagarden.net/wiki/Mimikyu_(Pok%C3%A9mon),55,90,80,96,50,105,476,,Disguise Pokémon,Ghost,Fairy,0.2,0.7,7.0
779,Bruxish,https://bulbapedia.bulbagarden.net/wiki/Bruxish_(Pok%C3%A9mon),68,105,70,92,70,70,475,,Gnash Teeth Pokémon,Water,Psychic,0.9,19.0,7.0
780,Drampa,https://bulbapedia.bulbagarden.net/wiki/Drampa_(Pok%C3%A9mon),78,60,85,36,135,91,485,,Placid Pokémon,Normal,Dragon,3.0,185.0,7.0
780,Drampa,https://bulbapedia.bulbagarden.net/wiki/Drampa_(Pok%C3%A9mon),78,85,110,36,160,116,585,Mega Drampa,Placid Pokémon,Normal,Dragon,3.0,185.0,7.0
781,Dhelmise,https://bulbapedia.bulbagarden.net/wiki/Dhelmise_(Pok%C3%A9mon),70,131,100,40,86,90,517,,Sea Creeper Pokémon,Ghost,Grass,3.9,210.0,7.0
782,Jangmo-o,https://bulbapedia.bulbagarden.net/wiki/Jangmo-o_(Pok%C3%A9mon),45,55,65,45,45,45,300,,Scaly Pokémon,Dragon,,0.6,29.7,7.0
783,Hakamo-o,https://bulbapedia.bulbagarden.net/wiki/Hakamo-o_(Pok%C3%A9mon),55,75,90,65,65,70,420,,Scaly Pokémon,Dragon,Fighting,1.2,47.0,7.0
784,Kommo-o,https://bulbapedia.bulbagarden.net/wiki/Kommo-o_(Pok%C3%A9mon),75,110,125,85,100,105,600,,Scaly Pokémon,Dragon,Fighting,1.6,78.2,7.0
785,Tapu Koko,https://bulbapedia.bulbagarden.net/wiki/Tapu_Koko_(Pok%C3%A9mon),70,115,85,130,95,75,570,,Land Spirit Pokémon,Electric,Fairy,1.8,20.5,7.0
786,Tapu Lele,https://bulbapedia.bulbagarden.net/wiki/Tapu_Lele_(Pok%C3%A9mon),70,85,75,95,130,115,570,,Land Spirit Pokémon,Psychic,Fairy,1.2,18.6,7.0
787,Tapu Bulu,https://bulbapedia.bulbagarden.net/wiki/Tapu_Bulu_(Pok%C3%A9mon),70,130,115,75,85,95,570,,Land Spirit Pokémon,Grass,Fairy,1.9,45.5,7.0
788,Tapu Fini,https://bulbapedia.bulbagarden.net/wiki/Tapu_Fini_(Pok%C3%A9mon),70,75,115,85,95,130,570,,Land Spirit Pokémon,Water,Fairy,1.3,21.2,7.0
789,Cosmog,https://bulbapedia.bulbagarden.net/wiki/Cosmog_(Pok%C3%A9mon),43,29,31,37,29,31,200,,Nebula Pokémon,Psychic,,0.2,0.1,7.0
790,Cosmoem,https://bulbapedia.bulbagarden.net/wiki/Cosmoem_(Pok%C3%A9mon),43,29,131,37,29,131,400,,Protostar Pokémon,Psychic,,0.1,999.9,7.0
791,Solgaleo,https://bulbapedia.bulbagarden.net/wiki/Solgaleo_(Pok%C3%A9mon),137,137,107,97,113,89,680,,Sunne Pokémon,Psychic,Steel,3.4,230.0,7.0
792,Lunala,https://bulbapedia.bulbagarden.net/wiki/Lunala_(Pok%C3%A9mon),137,113,89,97,137,107,680,,Moone Pokémon,Psychic,Ghost,4.0,120.0,7.0
793,Nihilego,https://bulbapedia.bulbagarden.net/wiki/Nihilego_(Pok%C3%A9mon),109,53,47,103,127,131,570,,Parasite Pokémon,Rock,Poison,1.2,55.5,7.0
794,Buzzwole,https://bulbapedia.bulbagarden.net/wiki/Buzzwole_(Pok%C3%A9mon),107,139,139,79,53,53,570,,Swollen Pokémon,Bug,Fighting,2.4,333.6,7.0
795,Pheromosa,https://bulbapedia.bulbagarden.net/wiki/Pheromosa_(Pok%C3%A9mon),71,137,37,151,137,37,570,,Lissome Pokémon,Bug,Fighting,1.8,25.0,7.0
796,Xurkitree,https://bulbapedia.bulbagarden.net/wiki/Xurkitree_(Pok%C3%A9mon),83,89,71,83,173,71,570,,Glowing Pokémon,Electric,,3.8,100.0,7.0
797,Celesteela,https://bulbapedia.bulbagarden.net/wiki/Celesteela_(Pok%C3%A9mon),97,101,103,61,107,101,570,,Launch Pokémon,Steel,Flying,9.2,999.9,7.0
798,Kartana,https://bulbapedia.bulbagarden.net/wiki/Kartana_(Pok%C3%A9mon),59,181,131,109,59,31,570,,Drawn Sword Pokémon,Grass,Steel,0.3,0.1,7.0
799,Guzzlord,https://bulbapedia.bulbagarden.net/wiki/Guzzlord_(Pok%C3%A9mon),223,101,53,43,97,53,570,,Junkivore Pokémon,Dark,Dragon,5.5,888.0,7.0
800,Necrozma,https://bulbapedia.bulbagarden.net/wiki/Necrozma_(Pok%C3%A9mon),97,107,101,79,127,89,600,,Prism Pokémon,Psychic,,2.4,230.0,7.0
800,Necrozma,https://bulbapedia.bulbagarden.net/wiki/Necrozma_(Pok%C3%A9mon),97,157,127,77,113,109,680,Dusk Mane Necrozma,Prism Pokémon,Psychic,,2.4,230.0,7.0
800,Necrozma,https://bulbapedia.bulbagarden.net/wiki/Necrozma_(Pok%C3%A9mon),97,113,109,77,157,127,680,Dawn Wings Necrozma,Prism Pokémon,Psychic,,2.4,230.0,7.0
800,Necrozma,https://bulbapedia.bulbagarden.net/wiki/Necrozma_(Pok%C3%A9mon),97,167,97,129,167,97,754,Ultra Necrozma,Prism Pokémon,Psychic,,2.4,230.0,7.0
801,Magearna,https://bulbapedia.bulbagarden.net/wiki/Magearna_(Pok%C3%A9mon),80,95,115,65,130,115,600,,Artificial Pokémon,Steel,Fairy,1.0,80.5,7.0
802,Marshadow,https://bulbapedia.bulbagarden.net/wiki/Marshadow_(Pok%C3%A9mon),90,125,80,125,90,90,600,,Gloomdweller Pokémon,Fighting,Ghost,0.7,22.2,7.0
803,Poipole,https://bulbapedia.bulbagarden.net/wiki/Poipole_(Pok%C3%A9mon),67,73,67,73,73,67,420,,Poison Pin Pokémon,Poison,,0.6,1.8,7.0
804,Naganadel,https://bulbapedia.bulbagarden.net/wiki/Naganadel_(Pok%C3%A9mon),73,73,73,121,127,73,540,,Poison Pin Pokémon,Poison,Dragon,3.6,150.0,7.0
805,Stakataka,https://bulbapedia.bulbagarden.net/wiki/Stakataka_(Pok%C3%A9mon),61,131,211,13,53,101,570,,Rampart Pokémon,Rock,Steel,5.5,820.0,7.0
806,Blacephalon,https://bulbapedia.bulbagarden.net/wiki/Blacephalon_(Pok%C3%A9mon),53,127,53,107,151,79,570,,Fireworks Pokémon,Fire,Ghost,1.8,13.0,7.0
807,Zeraora,https://bulbapedia.bulbagarden.net/wiki/Zeraora_(Pok%C3%A9mon),88,112,75,143,102,80,600,,Thunderclap Pokémon,Electric,,1.5,44.5,7.0
808,Meltan,https://bulbapedia.bulbagarden.net/wiki/Meltan_(Pok%C3%A9mon),46,65,65,34,55,35,300,,Hex Nut Pokémon,Steel,,0.2,8.0,7.0
809,Melmetal,https://bulbapedia.bulbagarden.net/wiki/Melmetal_(Pok%C3%A9mon),135,143,143,34,80,65,600,,Hex Nut Pokémon,Steel,,2.5,800.0,7.0
810,Grookey,https://bulbapedia.bulbagarden.net/wiki/Grookey_(Pok%C3%A9mon),50,65,50,65,40,40,310,,Chimp Pokémon,Grass,,0.3,5.0,8.0
811,Thwackey,https://bulbapedia.bulbagarden.net/wiki/Thwackey_(Pok%C3%A9mon),70,85,70,80,55,60,420,,Beat Pokémon,Grass,,0.7,14.0,8.0
812,Rillaboom,https://bulbapedia.bulbagarden.net/wiki/Rillaboom_(Pok%C3%A9mon),100,125,90,85,60,70,530,,Drummer Pokémon,Grass,,2.1,90.0,8.0
813,Scorbunny,https://bulbapedia.bulbagarden.net/wiki/Scorbunny_(Pok%C3%A9mon),50,71,40,69,40,40,310,,Rabbit Pokémon,Fire,,0.3,4.5,8.0
814,Raboot,https://bulbapedia.bulbagarden.net/wiki/Raboot_(Pok%C3%A9mon),65,86,60,94,55,60,420,,Rabbit Pokémon,Fire,,0.6,9.0,8.0
815,Cinderace,https://bulbapedia.bulbagarden.net/wiki/Cinderace_(Pok%C3%A9mon),80,116,75,119,65,75,530,,Striker Pokémon,Fire,,1.4,33.0,8.0
816,Sobble,https://bulbapedia.bulbagarden.net/wiki/Sobble_(Pok%C3%A9mon),50,40,40,70,70,40,310,,Water Lizard Pokémon,Water,,0.3,4.0,8.0
817,Drizzile,https://bulbapedia.bulbagarden.net/wiki/Drizzile_(Pok%C3%A9mon),65,60,55,90,95,55,420,,Water Lizard Pokémon,Water,,0.7,11.5,8.0
818,Inteleon,https://bulbapedia.bulbagarden.net/wiki/Inteleon_(Pok%C3%A9mon),70,85,65,120,125,65,530,,Secret Agent Pokémon,Water,,1.9,45.2,8.0
819,Skwovet,https://bulbapedia.bulbagarden.net/wiki/Skwovet_(Pok%C3%A9mon),70,55,55,25,35,35,275,,Cheeky Pokémon,Normal,,0.3,2.5,8.0
820,Greedent,https://bulbapedia.bulbagarden.net/wiki/Greedent_(Pok%C3%A9mon),120,95,95,20,55,75,460,,Greedy Pokémon,Normal,,0.6,6.0,8.0
821,Rookidee,https://bulbapedia.bulbagarden.net/wiki/Rookidee_(Pok%C3%A9mon),38,47,35,57,33,35,245,,Tiny Bird Pokémon,Flying,,0.2,1.8,8.0
822,Corvisquire,https://bulbapedia.bulbagarden.net/wiki/Corvisquire_(Pok%C3%A9mon),68,67,55,77,43,55,365,,Raven Pokémon,Flying,,0.8,16.0,8.0
823,Corviknight,https://bulbapedia.bulbagarden.net/wiki/Corviknight_(Pok%C3%A9mon),98,87,105,67,53,85,495,,Raven Pokémon,Flying,Steel,2.2,75.0,8.0
824,Blipbug,https://bulbapedia.bulbagarden.net/wiki/Blipbug_(Pok%C3%A9mon),25,20,20,45,25,45,180,,Larva Pokémon,Bug,,0.4,8.0,8.0
825,Dottler,https://bulbapedia.bulbagarden.net/wiki/Dottler_(Pok%C3%A9mon),50,35,80,30,50,90,335,,Radome Pokémon,Bug,Psychic,0.4,19.5,8.0
826,Orbeetle,https://bulbapedia.bulbagarden.net/wiki/Orbeetle_(Pok%C3%A9mon),60,45,110,90,80,120,505,,Seven Spot Pokémon,Bug,Psychic,0.4,40.8,8.0
827,Nickit,https://bulbapedia.bulbagarden.net/wiki/Nickit_(Pok%C3%A9mon),40,28,28,50,47,52,245,,Fox Pokémon,Dark,,0.6,8.9,8.0
828,Thievul,https://bulbapedia.bulbagarden.net/wiki/Thievul_(Pok%C3%A9mon),70,58,58,90,87,92,455,,Fox Pokémon,Dark,,1.2,19.9,8.0
829,Gossifleur,https://bulbapedia.bulbagarden.net/wiki/Gossifleur_(Pok%C3%A9mon),40,40,60,10,40,60,250,,Flowering Pokémon,Grass,,0.4,2.2,8.0
830,Eldegoss,https://bulbapedia.bulbagarden.net/wiki/Eldegoss_(Pok%C3%A9mon),60,50,90,60,80,120,460,,Cotton Bloom Pokémon,Grass,,0.5,2.5,8.0
831,Wooloo,https://bulbapedia.bulbagarden.net/wiki/Wooloo_(Pok%C3%A9mon),42,40,55,48,40,45,270,,Sheep Pokémon,Normal,,0.6,6.0,8.0
832,Dubwool,https://bulbapedia.bulbagarden.net/wiki/Dubwool_(Pok%C3%A9mon),72,80,100,88,60,90,490,,Sheep Pokémon,Normal,,1.3,43.0,8.0
833,Chewtle,https://bulbapedia.bulbagarden.net/wiki/Chewtle_(Pok%C3%A9mon),50,64,50,44,38,38,284,,Snapping Pokémon,Water,,0.3,8.5,8.0
834,Drednaw,https://bulbapedia.bulbagarden.net/wiki/Drednaw_(Pok%C3%A9mon),90,115,90,74,48,68,485,,Bite Pokémon,Water,Rock,1.0,115.5,8.0
835,Yamper,https://bulbapedia.bulbagarden.net/wiki/Yamper_(Pok%C3%A9mon),59,45,50,26,40,50,270,,Puppy Pokémon,Electric,,0.3,13.5,8.0
836,Boltund,https://bulbapedia.bulbagarden.net/wiki/Boltund_(Pok%C3%A9mon),69,90,60,121,90,60,490,,Dog Pokémon,Electric,,1.0,34.0,8.0
837,Rolycoly,https://bulbapedia.bulbagarden.net/wiki/Rolycoly_(Pok%C3%A9mon),30,40,50,30,40,50,240,,Coal Pokémon,Rock,,0.3,12.0,8.0
838,Carkol,https://bulbapedia.bulbagarden.net/wiki/Carkol_(Pok%C3%A9mon),80,60,90,50,60,70,410,,Coal Pokémon,Rock,Fire,1.1,78.0,8.0
839,Coalossal,https://bulbapedia.bulbagarden.net/wiki/Coalossal_(Pok%C3%A9mon),110,80,120,30,80,90,510,,Coal Pokémon,Rock,Fire,2.8,310.5,8.0
840,Applin,https://bulbapedia.bulbagarden.net/wiki/Applin_(Pok%C3%A9mon),40,40,80,20,40,40,260,,Apple Core Pokémon,Grass,Dragon,0.2,0.5,8.0
841,Flapple,https://bulbapedia.bulbagarden.net/wiki/Flapple_(Pok%C3%A9mon),70,110,80,70,95,60,485,,Apple Wing Pokémon,Grass,Dragon,0.3,1.0,8.0
842,Appletun,https://bulbapedia.bulbagarden.net/wiki/Appletun_(Pok%C3%A9mon),110,85,80,30,100,80,485,,Apple Nectar Pokémon,Grass,Dragon,0.4,13.0,8.0
843,Silicobra,https://bulbapedia.bulbagarden.net/wiki/Silicobra_(Pok%C3%A9mon),52,57,75,46,35,50,315,,Sand Snake Pokémon,Ground,,2.2,7.6,8.0
844,Sandaconda,https://bulbapedia.bulbagarden.net/wiki/Sandaconda_(Pok%C3%A9mon),72,107,125,71,65,70,510,,Sand Snake Pokémon,Ground,,3.8,65.5,8.0
845,Cramorant,https://bulbapedia.bulbagarden.net/wiki/Cramorant_(Pok%C3%A9mon),70,85,55,85,85,95,475,,Gulp Pokémon,Flying,Water,0.8,18.0,8.0
846,Arrokuda,https://bulbapedia.bulbagarden.net/wiki/Arrokuda_(Pok%C3%A9mon),41,63,40,66,40,30,280,,Rush Pokémon,Water,,0.5,1.0,8.0
847,Barraskewda,https://bulbapedia.bulbagarden.net/wiki/Barraskewda_(Pok%C3%A9mon),61,123,60,136,60,50,490,,Skewer Pokémon,Water,,1.3,30.0,8.0
848,Toxel,https://bulbapedia.bulbagarden.net/wiki/Toxel_(Pok%C3%A9mon),40,38,35,40,54,35,242,,Baby Pokémon,Electric,Poison,0.4,11.0,8.0
849,Toxtricity,https://bulbapedia.bulbagarden.net/wiki/Toxtricity_(Pok%C3%A9mon),75,98,70,75,114,70,502,,Punk Pokémon,Electric,Poison,1.6,40.0,8.0
850,Sizzlipede,https://bulbapedia.bulbagarden.net/wiki/Sizzlipede_(Pok%C3%A9mon),50,65,45,45,50,50,305,,Radiator Pokémon,Fire,Bug,0.7,1.0,8.0
851,Centiskorch,https://bulbapedia.bulbagarden.net/wiki/Centiskorch_(Pok%C3%A9mon),100,115,65,65,90,90,525,,Radiator Pokémon,Fire,Bug,3.0,120.0,8.0
852,Clobbopus,https://bulbapedia.bulbagarden.net/wiki/Clobbopus_(Pok%C3%A9mon),50,68,60,32,50,50,310,,Tantrum Pokémon,Fighting,,0.6,4.0,8.0
